statement,value
“American coronavirus vaccine killed five Ukrainians.”,0
"Says 1 in 5 Texans did not have health insurance coverage before the pandemic, and now “nearly 1 in 3 Texans under the age of 65 don’t have access to health care insurance.”",1
Says the NIH “15 years ago published a study on chloroquine. It is effective against COVID-(1).”,0
"Social media posts claim the U.S. Postal Service “says you should give mail in ballots at least 14 days roundtrip. So, if you plan to vote by mail, election day isn’t November 3. It’s October 20th.”",1
"“This virus has a cure. It is called hydroxychloroquine, zinc, and Zithromax. I know you people want to talk about a mask. Hello? You don’t need (a) mask. There is a cure.”",0
"The CDC said it “made a mistake” and reduced its count of Florida COVID-19 cases from 90,000 to 11,000.",0
"“Under the leadership of @WVGovernor Justice, West Virginia now has the highest rate of COVID-19 spread from person to person than any other state.”",1
The Trump administration has had “zero unfulfilled equipment and supply requests from state governors.”,0
Says Sen. Thom Tillis “doesn’t think restaurant workers should have to wash their hands.”,0
"Quotes Anthony Fauci as writing, “I reject the notion that it’s ‘just a virus’ and we’ll all get it eventually. What a careless, lazy, heartless stance.”",0
"“Taxpayers spent $70,000,000 to develop this drug ( remdesivir).""",1
"“I, all the way back in January, warned (President Trump that) this pandemic was coming. I talked about what we needed to do.”",1
"Quotes President Donald Trump as saying, “Everybody says I’ve done a tremendous job with COVID… I think a little gratitude would be nice. Maybe a big ‘Thank you Mr. President’ is called for.”",0
“We have one of the lowest mortality rates in the world” from COVID-19.,0
Says Joe Biden has said 150 million Americans died from guns and another 120 million from COVID-19,1
"Opening the schools “is a local determination, but it’s not a state determination.”",0
“Cal Cunningham criticized (the Paycheck Protection Program) while his company benefitted.”,1
"“You must apply to get your second stimulus check! I’ve already filed for mine and will be receiving $2,000 a month for the rest of the year.”",0
“All the books” have been removed from the classrooms of a Minnesota middle school because administrators “claim that the books cannot be cleaned.”,0
"Photo shows “Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015.”",0
"""New study: The flu vaccine is 'significantly associated' with an increased risk of coronavirus""",0
"""Wrong"" COVID-19 case count by Orlando Health ""explains the 'outbreak' in Florida.""",0
"“Kids are less likely to get it (COVID-19). You know, they’re less likely to spread. So I think there’s some pretty good data out there that will help alleviate some of the concerns.”",1
"Says FEMA is giving essential workers $1,000.",0
“The Supreme Court ruled today NO VOTING BY MAIL !!!”,0
"Only 56 coronavirus deaths a day was enough to collapse the world economy, even though thousands of people die daily from tuberculosis, hepatitis B, and other diseases.",0
“No other country” is having a “second wave” of COVID-19 “because they are not trying to unseat a President in November.”,0
Quotes Dr. Denis Mukwege as saying he resigned from the Congolese coronavirus response team because he was ordered to fabricate COVID-19 case and death numbers.,0
"“To children and the vast majority of young and middle-aged adults and the vast majority of teachers, (the coronavirus) poses virtually zero threat.""",0
"Says COVID-19 testing could be done with mouth swabs, so maybe deeper swabbing is “implanting something.”",0
Lists eight wealthy politicians and public figures who “got millions (or close to it) in PPP loans.”,1
“The CDC may have to stop calling COVID-19 an ‘epidemic’ due to a remarkably low death rate.”,0
“There is no science or data to suggest that kids are at risk from COVID.”,0
"“New Zealand let health experts” rather than politicians make decisions about how to deal with COVID-19, “and as of today they have zero COVID cases.”",1
"""Higher education is one of America's strongest export sectors. Over 1 million international students studied at American universities, (in the) 2018-19 school year. They contributed over $40 billion to the economy.”",1
"Multiple studies “all said for decades, masks do not work with viruses.”",0
A patient discharge document proves that “The WHO and CDC do NOT recommend that healthy people wear masks.”,0
Says Democratic leaders aren’t wearing masks or social distancing in private,0
“Dr. Fauci: No reason to be wearing a mask.”,0
People carrying guns can’t wear face masks to protect against the coronavirus because it’s a “class 4 felony.”,0
Says Anthony Fauci “is married to Ghislaine Maxwell’s sister.”,0
New York state “hospitals reporting thousands of fungus lung infections due to wearing a mask!!”,0
“COVID19 PCR tests are scientifically meaningless.”,0
Federal aid for state and local governments through a proposed coronavirus relief bill would amount to “half of what the Republicans put onto the national debt.”,1
Says 99% of COVID-19 cases “are totally harmless.”,0
"“Covid is never going away! This is the beach today in Raleigh, North Carolina.”",0
"“People are starting to enter ERs with fungal lung infections from wearing masks!!""",0
Says BBC prematurely reported “Ghislaine Maxwell moved to intensive care as coronavirus symptoms worsen.”,0
A study “showed that over 1 million people in North Carolina have now been exposed to the virus.”,0
"“The CDC tried to develop clear guidelines about what the stages of re-opening should look like — the administration delayed and scaled them back.""",1
"""I would do press events in May, I would never be asked about coronavirus.''",0
Nurses submitting coronavirus tests say they all are coming back positive.,0
“Oklahoma 100% coronavirus test rate after Trump Tulsa rally.”,0
Video of man using an air-quality monitor proves that people are “not getting enough oxygen” while wearing masks,0
"“The (COVID-19) cases are going up, but it's because the testing is going up.”",0
"Says Donald Trump used farmers’ struggles “to push through a multi-billion dollar bailout program that was nothing more than a handout for large agricultural companies.""",0
"COVID-19’s “contagion probability” between two people is 70% if the carrier is not masked, 5% if the carrier is masked, and 1.5% if both parties are.",0
“Four kids who took the coronavirus vaccine died immediately.”,0
Says Gov. Tony Evers “removed the American flag from the Capitol building”,0
"If you are licensed to carry a concealed weapon, wearing a face covering for coronavirus ""removes your conceal carry ability.""",0
"Says Sarah Huckabee Sanders tweeted, “It’s ‘odd’ that the ANTIFA insurgency happened just as COVID-19 loses steam It’s ‘odd’ that COVID-19 happened the moment impeachment failed. It’s ‘odd’ that impeachment happened the moment Russian hoax failed. The Russian hoax happened because Hillary lost? Notice the pattern?”",0
"In North Carolina, “you can be charged with a class H felony for wearing a mask and concealed carrying.”",0
A “face mask exempt card” allows you to cite the ADA and not wear a mask.,0
Hays County in Central Texas has seen an “incredible 845% increase in (COVID-19) cases since June 7.”,1
Google and Apple “put a covid tracker on every phone.”,1
“OSHA says masks don't work” to reduce COVID-19 transmission “and violate OSHA oxygen levels.”,0
"""North Carolina is one of four states"" that hasn't opened gyms.",1
"As of June 23, the COVID-19 death rate is “way down.”",1
COVID-19 cases are “up only because of our big number testing.”,0
"Says President Trump said coronavirus testing makes the U.S. look bad, ""so I said to my people, ‘Slow the testing down.’""",1
Gov. Gavin Newsom “has no legal authority” to make wearing face coverings mandatory in California.,0
"Says Alexandria Ocasio-Cortez tweeted, “It’s vital that Governors maintain restrictions on businesses until after the November Elections because economic recovery will help Trump be re-elected. A few business closures or job losses is a small price to pay to be free from his presidency. #KeepUsClosed.”",0
"“Joe Biden and the Democrats want to prosecute Americans for going to church, but not for burning a church.”",0
"“Six months before the COVID ‘plandemic,’ Bill Gates had negotiated a $100 billion contact tracing deal with (the) Democratic congressman sponsor of bill.”",0
Significantly more people died of Covid-19 in two months than died of overdoses all of last year or the year before.,1
"“If we stopped testing right now, we'd have very few cases, if any.”",0
"There are state workers who are ""idle"" at home during the coronavirus pandemic.",1
Says news stories referencing 322 and COVID-19 are proof cases are being “synchronized”,0
"In COVID-19 crisis, “only 20% of African Americans had jobs where they could work from home.”",1
“The CDC just confirmed a 0.2% death-rate for COVID19.”,0
"""In a very real sense, (Oklahoma has) flattened the curve. ... The number of cases in Oklahoma — it's declined precipitously.""",0
“FREE HORSES!!!! 52 thoroughbred horses need homes. Will go to Sugarcreek this Sat. for slaughter. Gentleman died due to COVID-19 and his son wants nothing to do with them.”,0
“George Floyd’s ‘murder’ filmed before COVID-19.”,0
"“Corona Virus claims a black belt. Chuck Norris, Dead at 80.”",0
"“N95 masks block few, if any” COVID-19 particles due to their size.",0
“Why did the state do that with COVID patients in nursing homes? It’s because the state followed President Trump’s CDC guidance.”,0
"Wearing masks for the coronavirus “decreases oxygen intake, increases toxin inhalation, shuts down immune system, increases virus risk, scientifically inaccurate, effectiveness not studied.”",0
"“Infection rates in Allegany, Cattaraugus and Chautauqua counties have consistently been among the lowest in the state.”",1
The World Health Organization “now admits that asymptomatic transmission of COVID-19 is very rare.”,1
“How many of you are aware that the female governor of Michigan is the niece of George Soros?”,0
"In voting by mail, “hundreds of thousands of ballots have been rejected for defects and millions more end up missing or in landfills.”",0
“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”,1
“She’s just casually carrying a body with 1 hand..? Sure.. More evidence of coronavirus being a complete hoax with props & street theater.”,0
"“According to the CDC, so far this year, Florida has had 1,762 deaths from COVID-19 and 5,185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.”",0
Says Nancy Pelosi tried “once again” to include abortion funding in the latest coronavirus bill.,0
“Two-thirds of Americans disapprove of Donald Trump not wearing a face mask in public.”,1
Says President Donald Trump “took more than a month to allocate Congress’ emergency funding to tribes — and only did so after tribes sued.”,1
"“With retail, people are moving around and you don’t have as much a chance to spread the virus (as you do) when people are sitting or standing indoors” for long periods of time.",1
"""The Trump Administration is trying to take food assistance away from Wisconsin families when people are out of work and struggling.""",1
"“For the World Health Organization, the international entity whose sole responsibility it is to alert the world of global pandemics like this, to miss this, is a huge problem.”",0
Says researchers found a “fabric that kills coronaviruses”,1
Michigan governor reopened Traverse City “so she could have her daughter's open house.”,0
"Says Ohio Gov. Mike DeWine released 4,300 prisoners and is now warning residents of a possible crime wave.",0
"Says President Donald Trump is trying to make $451 billion in Medicare cuts ""in the middle of a deadly pandemic.""",0
"“We’re down near the low end of per capita deaths ... Most places are at 60 deaths per 100,000. We're at 29.”",0
“This is what Bill Gates and George Soros want to do… secretly stick you with a chip while testing you for the coronavirus... the Dems have a bill on the House floor ready to vote on it to require this.”,0
"Says the state “health secretary says don't go to hospitals or clinics, now the tourism secretary says don't recreate.”",0
"Italy “went against the WHO's ‘law’” against COVID-19 autopsies and “discovered covid is not a virus, but a bacterium” that “clots the blood and reduces the oxygen saturation.”",0
"“Cases, numbers and deaths (of COVID-19) are going down all over the Country!”",1
The flu didn't kill any Americans this year.,0
A photo shows three men on crosses who “feel like they’re being crucified by being required to stay at home.”,0
"Says Michigan Gov. Gretchen Whitmer’s family spent May 20 at her second home, breaking her own stay-at-home orders.",0
A photo shows Gov. Gretchen Whitmer “on Mackinaw Island today ignoring mask and social distancing rules.”,0
"Nancy Pelosi said ""Congress shall not vote remotely because it is not secure!"" while also saying that “Americans should all vote for president by mail!”",0
"“[U.S. Rep. Conor Lamb] said he would NOT vote for [Nancy Pelosi] for Speaker, and did.”",0
Texas and Florida have a “balanced budget” while California is “in debt $54 billion and New York is “in debt $6.1 billion.”,0
"Amid the COVID-19 outbreak, “Minnesota now has the highest unemployment rate in U.S. history.”",0
“Children don’t seem to be getting this virus”,0
"“While California is dying … Gavin (Newsom) is vacationing in Stevensville, MT!”",0
“The COVID-19 future vaccine will come with the ID — a mark. The ID tells everyone you are free of COVID.”,0
"Says if you're refused service at a store for not wearing a mask “call the department of health and report the store. Masks are suggested, not required.”",0
“Italian Parliament Calls For The Arrest of Bill Gates”,0
A long list shows “new CDC guidelines for reopening schools.”,1
"Says Joni Ernst ""claims she ‘pushed for’ new funding for hospitals and COVID-19 testing after opposing It for weeks.”",1
"The U.S. had 44 CDC staffers “in China to observe what was going on. (President Trump) brought home the vast majority of them, I think left only four in place.”",1
"“If you have had a flu shot in the last 3-5 years, you will probably test positive” for COVID-19.",0
“80% of the people” want the option of vote by mail,1
Says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of COVID-19.,0
“Almost 75 percent of the deaths from COVID-19 in the state of Texas are a result of people contracting COVID-19 who are age 65 and older.”,1
The novel coronavirus was “man-made.”,0
“Half the workforce in the country may have just been idled” by coronavirus.,0
"“Due to the large number of people who will refuse the forthcoming COVID-19 vaccine because it will include tracking microchips, the Gates Foundation is now spending billions to ensure that all medical and dental injections and procedures include the chips.”",0
"“VA Democrats authorized for early release over 4,000 inmates, 60% of which are incarcerated for violent offenses.”",1
"“A lot of people can get an additional $2,400” from the CARES Act “and they can do it every month!”",0
"“If you look at the one (hydroxychloroquine) survey, the only bad survey, they were giving it to people that were in very bad shape. They were very old. Almost dead.”",0
"If you paid rent in March or April, “they got to give” you your money back.",0
“Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA”,0
"""All Missouri businesses can open Monday, May 4, under our new Order as long as new guidelines are followed.""",0
Says President Donald Trump is “morbidly obese.”,0
"“Autopsies prove that COVID-19 is” a blood clot, not pneumonia, “and ought to be fought with antibiotics” and the whole world has been wrong in treating the “so-called” pandemic.",0
“Gov. Wolf is not allowing companies that distribute U.S. flags to ship out orders to be placed at veteran’s graves for Memorial Day.”,1
Says wearing face masks is more harmful to your health than going without one.,0
"""States like New York, Illinois and California have been vocal in their demands for funding to bail out their pension systems, which were failing long before the COVID-19 outbreak, and other programs that aren’t related to this crisis.""",0
Dr. Fauci says every American should be microchipped.,0
Says kitchen worker in viral video is potentially spreading coronavirus by blowing into food containers.,0
"If masks prevent coronavirus, governors would have given them to prison inmates instead of releasing them.",0
Anthony Fauci was on the Clinton Foundation board for 20 years and “currently serves on Gates Foundation.”,0
“Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.”,0
“Hydroxychloroquine cures this ‘virus.’ It just so happens this is the treatment used for radiation sickness!!”,0
"Hospitals get paid $750 for patients who die from the flu, $17,500 for COVID-19.",0
"“Pelosi’s new coronavirus bill allows illegals to receive billions in relief funds in past, current, and future payments.”",1
"“Cannabis may stop coronavirus from infecting people, study finds.”",0
"""Bill Gates worked to end livestock production, and is pushing lab grown meat.""",1
"Says only certain face masks are effective and others, such as cloth masks, are not.",0
"Nancy Pelosi said, “if you accept a check from Trump, you might as well vote for him.”",0
"“Beachgoers trash Florida beaches with 13,000 pounds of litter after beaches reopen.”",1
Says Wisconsin has not had a spike in coronavirus cases that was “statistically significant related to the fact that they had voting.”,1
“You have areas of Pennsylvania that are barely affected and [the governor wants] to keep them closed.”,1
Says Gov Tony Evers’ administration deemed dentists non-essential,0
"$100B contact tracing bill “is about controlling/tracking population, not about coronavirus.”",0
"“It’s not that there’s a virus shield between Canada (4,500 deaths) and the U.S. (80,000 deaths). What exists is a difference in leadership.”",1
"“Since the reopening of (Georgia), we’ve seen our COVID rate skyrocket by 40%.”",0
"“Clearly, the Obama administration did not leave any kind of game plan for something like this.”",0
"""93% of the (COVID-19) cases in the state of Illinois have come from Chicago.""",0
Gates Foundation stands to make nearly £31.5 billion on a coronavirus vaccine in U.K.,0
"$3 trillion for federal coronavirus stimulus packages is ""being borrowed basically from China.""",0
“It’s not the coronavirus that’s killing people. It is the economy.”,0
"“Guess what, [children are] not at risk unless they have an underlying medical issue.”",0
"“Germany and the United States are the two best in deaths per 100,000 people, which, frankly, to me, that's perhaps the most important number there is.”",0
"Says President Donald Trump implemented “a travel ban that just didn't work, 400,000 people got in from those countries that were subject to the restrictions.”",0
"New York City could pay to house its homeless population in hotel rooms currently sitting vacant, but Mayor Bill de Blasio “has absolutely to this point refused to do that.”",1
Says gloves shouldn’t be worn in public because “if you are wearing the same set of gloves all over town you are only spreading germs everywhere you go.”,1
“Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.”,0
"Under an 1866 Supreme Court ruling, stay-at-home orders are illegal and can be disregarded with impunity",0
"Young people ""have a greater chance of being killed by the HPV vaccine than COVID-19.”",0
"""Mitch McConnell said he wanted states to go bankrupt instead of the federal government providing relief. Today, Thom Tillis agreed.""",0
“The CDC has recommended mail in voting. That’s what this whole pandemic is about: the election!”,0
"Says Dr. Anthony Fauci's name appears on ""4 U.S. patents for a key glycoprotein” used to “create the current COVID-19 epidemic.”",0
“The mainstream media pretended there was a deadly surge in COVID cases thanks to Wisconsinites voting.”,0
Technology coming to Virginia allows COVID-19 personal protection equipment to be “decontaminated and reused 20 times without degrading performance.”,1
Barack Obama “is the first ex-president to ever speak against his successor.”,0
“Dr. Fauci sat on Microsoft’s board of directors.”,0
"Regarding the risks of coronavirus transmission on an airplane, “It’s as safe as an environment as you’re going to find.”",0
Black cats in Vietnam are being killed and consumed as a COVID-19 cure.,0
Georgia Gov. Brian Kemp “mandates restaurants reopen”,0
Central Park hospital tents housed thousands of abused children released from underground captivity.,0
“New autopsy reports suggest Jeffrey Epstein most likely died from COVID-19 complications.”,0
Says Mike Pence was caught on a hot mic delivering empty boxes of PPE to a nursing home and pretended they were heavy.,0
A photo shows Brian Kemp posing with Gregory McMichael.,0
“Texas ranks 3rd highest among states for the number of people who have recovered from” the coronavirus.,1
"North Carolina’s health department is ""telling hospitals that if they decide to do elective surgeries, they won’t be eligible to receive (protective equipment) from the state.”",0
“So 2 doctors from Bakersfield discover that coronavirus mortality rate is 0.03%. 13x less deadly than what was previously thought! Their analysis has since been banned from YouTube.”,0
"Under the mayor’s COVID-19 order, Kansas City “churchgoers must register with the government.”",0
Says the current survival rate for COVID-19 in the U.S. is “98.54%”,1
“Immigrants make up a majority of essential workers in places like New York City.”,1
"Media outlets reported that the same boy died 3 times from the coronavirus, in 3 countries.",0
A photo shows Rob Cantrall at a recent Michigan protest.,0
"Gas is under $1 in 13 states, but $2.27 in Pennsylvania, because of the governor.",0
"""Trump bailed out Wall Street, but not Main Street.""",0
Models projecting COVID-19 deaths “are talking about without mitigation.”,0
"""We’ve still had more deaths to the flu this year than we've had COVID-19.""",0
"""There was no real scientific basis for believing that"" social distancing would be necessary, ""since it had never been studied.""",0
"Dr. Anthony Fauci ""has known for 15 years that chloroquine and … hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases.”",0
"“Governor Andy Beshear has authorized Kentucky teachers to make in-home visits. With parental approval, teachers will inspect the bedroom of each student currently enrolled in K-8.”",0
Congressional candidate Chris Jacobs “voted against paid leave for COVID-19.”,1
"“The flu killed 80,000 people in the U.S. last year”",0
“First volunteer in UK coronavirus vaccine trial has died.”,0
"“At the end of the year, we put into that federal pot $116 billion more than we take out,” while Kentucky “takes out $148 billion more than they put in.”",1
“I see no time in the history of this country when perfectly healthy people have been basically confined to their homes or only able to do essential things as in Kansas City or St. Louis.”,0
“New York Times editor admits Biden sexual assault story was censored at behest of Biden campaign.”,0
“The (corona)virus just isn’t nearly as deadly as we thought it was.”,0
Says Joe Biden has “written a letter of apology” for calling Trump’s travel restrictions from China “xenophobic.”,0
"""Why did the US (NIH) in 2017 give $3.7m to the Wuhan Lab in China? Such grants were prohibited in 2014. Did Pres. Obama grant an exception?""",0
Says President Donald Trump is selling coronavirus-themed commemorative coins through the White House Gift Shop.,0
"Walmart, Amazon, Kroger, Target and Costco “have not had any reported (coronavirus) cases in the news.”",0
"Says Wisconsin measures have ""prevented the death of at least 300 Wisconsinites, and perhaps as many as 1,400 lives.""",1
The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.,0
"Says President Barack Obama ""signed the medical appliance tax bill that forced companies to outsource manufacturing of masks, gowns, gloves and ventilaors [sic] to China, Europe and Russia to avoid the tax.”",0
The CDC recommends that only people with COVID-19 symptoms should wear masks.,0
“Pelosi was in (Wuhan) China 6 days after the impeachment HOAX failed.”,0
"“President Trump just announced that the ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak (sp) Hussein Obama in 2015 to the tune of $3,800,000 American dollars!”",0
“We’ve tested more than every country combined.”,0
“Trump and McConnell are blocking stimulus checks for Americans married to immigrants.”,0
COVID-19 is “here to stay” and “we need to accept that and be prepared to deal with COVID long term.”,1
Michigan Gov. Gretchen Whitmer “has just been stripped of her emergency coronavirus powers by her state legislature.”,0
"“Some states, like Montana and Nebraska, are getting more than $300,000 in federal stimulus money per reported COVID-19 case. New York is the hardest-hit state and yet we are getting only about $12,000 per case.”",1
“We’re also using a sterilization process ― some great equipment that will sterilize masks up to 20 times per mask. So that’s like ordering 20 times more masks.”,1
“Small trials” to test convalescent plasma therapy for coronavirus patients “seem to have had some degree of success.”,1
"Dr. Anthony “Fauci told us there’s nothing to worry about. That’s his quote, ‘There’s nothing to worry about.’”",1
“Ultraviolet Radiation is administered into the body as a disinfectant to kill bacteria and viruses and this has been used for a while now.”,0
"“Sweden has zero lockdown” and “is in no worse shape than Denmark or Norway,” which are in lockdown.",0
The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,0
Mosquitoes can transfer COVID-19 “from person to person”,0
“People defying stay-at-home order fill Arizona beaches.”,0
Says the April 22 jump in COVID-19 cases was related to the election.,0
"Even with no shutdown, Sweden has a lower COVID-19 infection rate than UK, Italy and Spain.",1
"In 1986, the founder of the Times Square Church prophesied that he saw “a plague coming on the world and the bars and church and government will shut down,” with New York City especially hard hit.",0
“Trump said ‘hundreds’ of governors are calling him…& we only have 50.”,0
"During the 1918 flu pandemic, San Francisco residents formed the “Anti-Mask League.” San Francisco “was ultimately one of the cities that suffered the most with a high death rate.”",1
Says Texas “either is near the bottom or at the very bottom when it comes to testing per capita.”,1
“Governor Gretchen Whitmer spent the past weekend at her VACATION COTTAGE at Birch Lake. Violating her own EXECUTIVE ORDER.”,0
"A banner with a swastika, “Trump” and “Pence” is from a Michigan coronavirus protest.",0
"North Carolina is ""in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public.""",1
"“Hundreds and hundreds of labs are ready, willing, and able.”",0
"The Gates Foundation ""tested a polio vax in India between 2000 & 2017 and paralysed 496,000 children.""",0
Says Bill O'Reilly wrote a post claiming that the coronavirus was created as a bioweapon by the Chinese government.,0
Photo shows packed beach of re-opened Jacksonville Beach on CNN.,0
"“Face masks being manufactured in China, for example, went to domestic consumption and their own fight against the virus” while the U.S. was “largely unable to import supplies from China.”",0
"“The Democrats are pushing for an implanted microchip in humans, and everyone to be vaccinated.”",0
"“The Trump Administration promised 27 million tests by the end of March. As of now, only 4 million have been completed.”",1
"Racial comparisons on coronavirus statistics in Monroe County, N.Y., show that the impact on minorities is “basically on par, a little bit up, from the population numbers,” meaning that “we don’t see that disparity as much here.”",1
"The Gates Foundation ""has the patent for this coronavirus.""",0
"Trey Gowdy said, “I’m not saying COVID-19 isn’t real…. But pay attention folks, there’s much more going on here than what meets the eye.”",0
Nigerians are “burning Chinese stores.”,0
Virginia has “lagged behind other states when it comes to (covid-19) testing.”,1
"“Until this week, they [OSHA] weren’t even enforcing these guidelines [for coronavirus]. Still today, OSHA is not specifying which rules employees must follow or how to keep their workers safe and healthy.”",1
"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.",0
Joe Diffie’s death was labeled “as a COVID-19 death and it wasn’t!”,0
"""Covid-19 is now the leading cause of death in the United States.""",1
Wisconsin is “clearly seeing a decline in COVID infections”,0
Herd immunity is probably why California has far fewer COVID-19 deaths than New York.,0
Says Democrats are on vacation until May 4 and “refuse to come back” to sign a bill to help small businesses.,0
Hospitals get paid more to list patients as COVID-19.,1
"A photo taken by a journalist showing a beach in Jacksonville, Fla., isn't from after the government
reopened the beach as news reports have claimed.",0
“My wife is suffering from coronavirus and she is pregnant. The doctor said she won’t survive it.”,0
Stay-at-home orders “actually are the law of these states.”,1
Says Wisconsin’s in-person election has caused a “surge” in new coronavirus cases,0
"“The poor are, ironically, the most likely to be employed in the industries deemed ‘essential’ while their upper-class peers are freed to bunker down for weeks until the first death wave passes.”",1
"Says a photo shows the ""SAME EXACT PEOPLE"" at ""two different beaches"" in Los Angeles County and Jacksonville, Fla.",0
News photo from stay-at-home protest was doctored to add Confederate flag.,0
"“Go look at other countries that went through exactly this, started to reopen, and then they saw the infection rate go back up again.”",1
"There are “360,000 (deaths) a year from swimming pools. But we don’t shut the country down for that.”",0
"“During the flu pandemic of 1918, some cities lifted social distancing measures too fast, too soon, and created a second wave of pandemic.”",1
"“Per order from @GovWhitmer, people in Michigan are now banned from purchasing a new baby car seat in stores.”",0
NC liquor stores were deemed essential “because we have a lot of people who are chemically dependent on alcohol and if we suddenly cut off their access they would go into withdrawal and flood the emergency rooms.”,0
"“Obesity is, like, the No. 1 factor in whether you really get hit hard by COVID-19.”",1
Says House Speaker Nancy Pelosi deleted a video of her telling people to go to Chinatown.,0
“Africans living in China now being forced to sleep outside in the cold” as “Chinese nationals blame them for the rising number of new coronavirus cases in the country.”,1
"Republicans “have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis.""",1
"If you ask Amazon’s Alexa about the origin of the coronavirus pandemic, it says “the government planned” it.",0
"Says all Vegas hotels but Trump’s have donated food, rooms in COVID response.",0
"“In a matter of days, and in some cases the moment may even have passed, that we’ve reached the peak of the rate of infections.”",1
Says Dr. Anthony Fauci “stands to lose 100 million dollars on Bill Gates ‘vaccine’ for the coronavirus. Because he invested in this vaccine.”,0
"""This is COVID-19, not COVID-1, folks. And so you would think the people charged with the World Health Organization facts and figures would be on top of that.""",0
"The $1,200 coronavirus relief checks this year are “just an advance on your next tax return. … Next year, you're automatically going to owe $1,200 come tax season.”",0
Says Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,0
Says 44 senators “voted NOT to send stimulus checks.”,0
A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.,0
"“Illinois lags way behind all of our neighbors and certainly we’re in the bottom tier of states that are doing testing.""",1
"""The Postal Service is not losing money because of Amazon. It’s losing money because in 2006, the Republican-led Congress passed a law forcing it to prepay its pensions for 75 years, which no other corporation does ... Without this law, the Postal Service would be turning a profit.”",1
Images show COVID-19 victims being buried in mass graves in New York City.,1
"“Corona is so bad, this guy died twice!”",0
"”If you line up all the countries that have done (Covid-19) testing on a per-capita basis, we’re at the bottom of the list.”",0
Says a video shows a “gay party in Italy few weeks before COVID-19.”,0
"Says the Asian, Hong Kong, swine and bird flus each “killed more people than coronavirus.”",0
Says as president he has “total” authority to re-open states amid the COVID-19 pandemic.,0
Says there’s an 800 number you can call to track the status of your stimulus check.,0
“Michigan Governor Gretchen Whitmer bans buying US flags during lockdown.”,0
"Gov. Andrew Cuomo “was simply saying if we can share 20 percent of your excess, your non-used ventilators, to help people in other parts of the state on a voluntary basis, that would be great. Of course, there was a reaction to that, which was not positive.""",0
“Everyone is only dying of coronavirus now.”,0
"""The president looks like he was ahead of the curve – as you know, he talks about this all the time – on shutting down travel from China.""",0
"“Church services can’t resume until we’re all vaccinated, says Bill Gates.”",0
"Say televangelist Pat Robertson said some young people “are doing all kinds of unnatural things with their sex organs. When people do that, they transfer all kinds of chemicals from ladies’ private parts and that’s where I think the (corona)virus came from.”",0
"""It is the decision of the President,"" not governors, to ""open up the states.""",0
"Says CEOs got advance notice of COVID, then resigned to dump stock.",0
Says video of body bags being dumped in a ditch shows the “situation in Italy” due to the coronavirus.,0
“Mass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.”,0
"""45 nations had already moved” to enforce travel restrictions with China “before the president moved.”",1
"Says of COVID-19 that Dr. Anthony Fauci ""was telling people on February 29th that there was nothing to worry about and it posed no threat to the US public at large.""",0
Suggests Trump urged sick people to get out and vote during COVID-19 pandemic,0
"“It has been estimated that only 12% of workers in businesses that are likely to stay open during this crisis are receiving paid sick leave benefits as a result of the second coronavirus relief package.""",1
“Same little boy died of COVID-19 in three different countries. Still don’t believe the media is #fakenews?”,0
“‘Private’ messages sent to individual people during a Zoom meeting show up in the end-of-meeting transcript along with all other public messages.”,1
Says a photo shows South Carolina after stay-at-home orders were announced.,0
Says Robin Vos wore protective gear that “election workers he forced to work … do not have.”,0
"""This particular pandemic is one where I don’t think nationwide, there’s been a single fatality under 25.""",0
Says fluid milk production limitations mean grocery stores are short on milk even as farmers are dumping it,1
"Says Donald Trump ""himself has a financial stake in the French company that makes the brand-name version of hydroxychloroquine.”",1
"“The CDC issued its first warning on Jan 8. Trump held campaign rallies on Jan 9, Jan 14, Jan 28, Jan 30, Feb 10, Feb 19, Feb 20, Feb 21, & Feb 28. He golfed on Jan 18, Jan 19, Feb 1, Feb 15, Mar 7, Mar 8. The first time he admitted the coronavirus might be a problem was Mar 13.”",1
Says a pandemic occurs exactly every 100 years.,0
"Says “Bill Gates and other globalists, in collaboration with pharmaceutical companies, are reportedly working to push tracking bracelets and ‘invisible tattoos’ to monitor Americans during an impending lockdown.”",0
